timestamp,paper,node_id,task_id,git_commit,domain,status,summary,evidence,equation_labels,concept_advance,predecessors,paper_anchor,notes
2026-06-12T01:02:22.858116+00:00,arxiv-1010.0523v2,S0-import-1010.0523v2,eq-dag-stage0,9a25e15,symbolic,solid,"Stage-0 source import: arXiv:1010.0523v2 LaTeX e-print fetched, unpacked, checksummed under ref-paper/arxiv-1010.0523v2/",ref-paper/arxiv-1010.0523v2/PROVENANCE.md,,False,,whole paper,single-known-source fast path; structure_check OK; iteration 1
2026-06-12T01:11:42.962989+00:00,arxiv-1010.0523v2,eq:Z4_ADM_1,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,Z4 evolution equations for the 3-metric and extrinsic curvature; ADM equations augmented by the constraint field Z_i.,ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:Z4_ADM_1""]",,[],Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.012651+00:00,arxiv-1010.0523v2,eq:Theta_dot,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,"evolution of the scalar constraint field Theta, sourced by the Hamiltonian constraint and the divergence of Z.",ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:Theta_dot""]",,"[""eq:auto-1""]",Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.060646+00:00,arxiv-1010.0523v2,eq:Z4_ADM_2,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,"evolution of the vector constraint field Z_i, sourced by the momentum constraint and gradients of Theta.",ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:Z4_ADM_2""]",,"[""eq:auto-1""]",Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.113629+00:00,arxiv-1010.0523v2,eq:auto-1,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,definitions of the Hamiltonian and momentum constraints of GR in ADM variables.,ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:auto-1""]",,[],Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.162132+00:00,arxiv-1010.0523v2,eq:ham-Z4,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,principal-part propagation of the Hamiltonian constraint under the Z4 evolution.,ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:ham-Z4""]",,"[""eq:Theta_dot"", ""eq:Z4_ADM_1"", ""eq:Z4_ADM_2"", ""eq:auto-1"", ""eq:auto-2""]",Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.212675+00:00,arxiv-1010.0523v2,eq:mom-Z4,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,principal-part propagation of the momentum constraint under the Z4 evolution.,ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:mom-Z4""]",,"[""eq:Theta_dot"", ""eq:Z4_ADM_1"", ""eq:Z4_ADM_2"", ""eq:auto-1"", ""eq:auto-2""]",Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.262984+00:00,arxiv-1010.0523v2,eq:auto-2,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,definition of the derivative along the normal to the time slices (normal time derivative).,ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:auto-2""]",,[],Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.313849+00:00,arxiv-1010.0523v2,eq:auto-3,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,"definitions of the Z4c conformal variables: conformal metric, modified trace of K, conformal factor, and trace-free conformal extrinsic curvature.",ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:auto-3""]",,"[""eq:Theta_dot"", ""eq:Z4_ADM_1""]",Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:11:43.365863+00:00,arxiv-1010.0523v2,eq:auto-4,eq-dag-stage1-1010.0523v2,9a25e15,symbolic,solid,"definition of the Z4c conformal connection variable, absorbing the constraint Z_i.",ref-paper/arxiv-1010.0523v2/src/Z4.tex + reformulate/z4c-CMM/paper_1010.0523v2/derivation.md,"[""eq:auto-4""]",,"[""eq:Z4_ADM_2"", ""eq:auto-3""]",Section II — The Z4c formulation,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
